,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,按讚數,食材種類,烹飪步驟,url
402,14665,楊桃,銀芽雞絲(4),https://d3l76hx23vw40a.cloudfront.net/recipe/bk98-042_1.jpg,,,0,6,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-553
403,14702,楊桃,木須素肉,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-015
404,14705,楊桃,杏菇松肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk084-023a_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3329
405,14750,楊桃,加州米沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk055-097_1.jpg,,,0,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-1005
406,14757,楊桃,青椒牛小排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk106-010b_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1200
407,14790,楊桃,豉椒排骨蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk053-091_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2742
408,14815,楊桃,三絲牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-095a_1.jpg,,,0,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1139
409,14832,楊桃,麻辣小排燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-030_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-333
410,14878,楊桃,夏威夷炒飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk090-094a_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-1026
411,14879,楊桃,彩椒碎米雞,https://d3l76hx23vw40a.cloudfront.net/recipe/whk084-024b_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2164
412,14889,楊桃,辣子雞丁(1),https://d3l76hx23vw40a.cloudfront.net/recipe/pm-re114_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-024
413,15014,楊桃,銀芽雞絲(3),https://d3l76hx23vw40a.cloudfront.net/recipe/bk96-038d_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-366
414,15061,楊桃,五彩蝦凍,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0803
415,15077,楊桃,甜辣蝦仁,https://d3l76hx23vw40a.cloudfront.net/recipe/bk121-025_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0399
416,15181,楊桃,糖醋鮮魚,https://d3l76hx23vw40a.cloudfront.net/recipe/whk22-127_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-186
417,15201,楊桃,豆豉青紅椒,https://d3l76hx23vw40a.cloudfront.net/recipe/whk073-109_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0785
418,15223,楊桃,彩椒柚子肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk080-117b_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3142
419,15332,楊桃,XO醬脆鰻,https://d3l76hx23vw40a.cloudfront.net/recipe/sogo-115_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-122
420,15355,楊桃,銀芽拌雞絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk178-019a_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1362
421,15416,楊桃,五彩花枝蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk158-019_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0300
422,15472,楊桃,照燒豬肉蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn080-018_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2573
423,15507,楊桃,照燒雞,https://d3l76hx23vw40a.cloudfront.net/recipe/whk22-015_1.jpg,,,0,9,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-146
424,15620,楊桃,墨西哥牛肉捲餅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk42-108_1.jpg,,,0,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-345
425,15625,楊桃,什錦海鮮披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-041_1.jpg,,,0,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-650
426,15645,楊桃,總匯披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-047_1.jpg,,,0,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-730
427,15652,楊桃,咖哩炒雞丁,https://d3l76hx23vw40a.cloudfront.net/recipe/re01-053_1.jpg,,,0,16,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0686
428,15681,楊桃,墨西哥雞肉捲餅,https://d3l76hx23vw40a.cloudfront.net/recipe/bk44-041_1.jpg,,,0,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-179
429,15716,楊桃,蔬菜天婦羅(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk179-043_1.jpg,,,0,14,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0546
430,15729,楊桃,青椒起司串,https://d3l76hx23vw40a.cloudfront.net/recipe/bk101-016b_1.jpg,,,0,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-596
431,15769,楊桃,烤蔬菜肉串,https://d3l76hx23vw40a.cloudfront.net/recipe/gy57-022a_1.jpg,,,1,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1791
432,15771,楊桃,美式蛋捲(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk212-033_1.jpg,,,0,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0728
433,15831,楊桃,沙嗲炒雞肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk93-046_1.jpg,,,0,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-523
434,15947,楊桃,蔬食總匯披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/hq02-029a_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-522
435,15953,楊桃,照燒雞(2),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn60-011b_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1555
436,15977,楊桃,起司毆姆蛋,https://d3l76hx23vw40a.cloudfront.net/recipe/gy56-054b_1.jpg,,,2,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0507
437,16035,楊桃,焗烤雞排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk145-045_1.jpg,,,0,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1011
438,16038,楊桃,炒野菜什錦,https://d3l76hx23vw40a.cloudfront.net/recipe/gy09-048a_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0812
439,16052,楊桃,巴拿馬牛肉串,https://d3l76hx23vw40a.cloudfront.net/recipe/whk36-041a_1.jpg,,,0,20,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-217
440,16079,楊桃,什錦蔬菜煎餅(1),https://d3l76hx23vw40a.cloudfront.net/recipe/ck59-017_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0607
441,16092,楊桃,青椒炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/re01-056_1.jpg,,,0,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0429
442,16096,楊桃,日式照燒披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-028_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-638
443,16109,楊桃,玉米鮪魚蛋捲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn31-023_1.jpg,,,0,8,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0549
444,16193,楊桃,咖哩炒肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-013b_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1957
445,16199,楊桃,鮪魚乳酪三明治,https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-123_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-308
446,16211,楊桃,南蠻漬,https://d3l76hx23vw40a.cloudfront.net/recipe/bk98-036_1.jpg,,,0,8,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-553
447,16215,楊桃,什錦燉蔬菜,https://d3l76hx23vw40a.cloudfront.net/recipe/bk161-019_1.jpg,,,0,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0914
448,16226,楊桃,迷迭香焗烤海鮮飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk42-026_1.jpg,,,1,19,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-041
449,16228,楊桃,B.B.Q雞柳披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-046_1.jpg,,,0,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-584
450,16232,楊桃,咖哩紅酒燉肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk74-040a_1.jpg,,,1,18,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-208
451,16236,楊桃,義式碎牛肉三明治,https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-124b_1.jpg,,,0,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-194
452,16243,楊桃,南瓜豬肉咖哩,https://d3l76hx23vw40a.cloudfront.net/recipe/bk50-028a_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-253
453,16247,楊桃,雞肉起士捲,https://d3l76hx23vw40a.cloudfront.net/recipe/gy03-116_1.jpg,,,1,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0883
454,16252,楊桃,波蘿煨龍蝦,https://d3l76hx23vw40a.cloudfront.net/recipe/whk049-031b_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0894
455,16256,楊桃,蔬菜肉串,https://d3l76hx23vw40a.cloudfront.net/recipe/m1075_1.jpg,,,0,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1642
456,16261,楊桃,起司豬排套餐,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn080-019b_1.jpg,,,0,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2575
457,16267,楊桃,綜合海鮮煎餅(1),https://d3l76hx23vw40a.cloudfront.net/recipe/ck89-012_1.jpg,,,0,18,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0256
458,16272,楊桃,蔬菜蛋捲(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy53-074_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0504
459,16281,楊桃,沙爹雞肉丸,https://d3l76hx23vw40a.cloudfront.net/recipe/bk85-036a_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-466
460,16287,楊桃,茄醬熱狗蛋捲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk212-034a_1.jpg,,,1,8,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0729
461,16316,楊桃,鼠尾草燉牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk42-031_1.jpg,,,1,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-098
462,16320,楊桃,沙嗲牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk93-016_1.jpg,,,0,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-332
463,16336,楊桃,鳳梨炒蝦仁,https://d3l76hx23vw40a.cloudfront.net/recipe/re01-043_1.jpg,,,0,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-0299
464,16337,楊桃,辣醬炒雞柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk92-019_1.jpg,,,1,12,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-517
465,16338,楊桃,美式蛋捲,https://d3l76hx23vw40a.cloudfront.net/recipe/m152_1.jpg,,,0,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0607
466,16341,楊桃,金香酥炸雞排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk120-023a_1.jpg,,,0,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0766
467,16356,楊桃,味噌醬漬霜降豬肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk82-019_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-472
468,16411,楊桃,起士蔬菜煎蛋,https://d3l76hx23vw40a.cloudfront.net/recipe/gy03-114_1.jpg,,,21,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0366
469,16425,楊桃,日式天婦羅,https://d3l76hx23vw40a.cloudfront.net/recipe/maria-087_1.jpg,,,0,9,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H03-045
470,16494,楊桃,焗烤炸豬排,https://d3l76hx23vw40a.cloudfront.net/recipe/hq25-029_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-540
471,16516,楊桃,咖哩釋迦,https://d3l76hx23vw40a.cloudfront.net/recipe/whk29-111_1.jpg,,,0,11,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-317
472,16517,楊桃,青椒鑲馬鈴薯泥,https://d3l76hx23vw40a.cloudfront.net/recipe/meat-094_1.jpg,,,0,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-062
473,16528,楊桃,新墨西哥炸雞捲餅,https://d3l76hx23vw40a.cloudfront.net/recipe/bk69-041_1.jpg,,,0,18,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-292
474,16539,楊桃,泰式糖醋炒肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/yq36-005a_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-0831
475,16555,楊桃,串燒甜不辣,https://d3l76hx23vw40a.cloudfront.net/recipe/bk130-037a_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0816
476,16559,楊桃,香炸雞肉串,https://d3l76hx23vw40a.cloudfront.net/recipe/bk47-021_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-199
477,16566,楊桃,海陸豪華披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-039_1.jpg,,,1,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-648
478,16568,楊桃,起士蕃茄煎餅,https://d3l76hx23vw40a.cloudfront.net/recipe/ck59-034_1.jpg,,,1,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-0344
479,16634,楊桃,彩椒牛肉串,https://d3l76hx23vw40a.cloudfront.net/recipe/whk36-032a_1.jpg,,,0,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-211
480,16673,楊桃,彩椒蛋捲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk186-007_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0527
481,16674,楊桃,紅咖哩蝦,https://d3l76hx23vw40a.cloudfront.net/recipe/bk153-024_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0527
482,16736,楊桃,花枝鱈寶串燒,https://d3l76hx23vw40a.cloudfront.net/recipe/kibun-024a_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-126
483,16750,楊桃,唐揚炸雞(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk40-086_1.jpg,,,0,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-492
484,16766,楊桃,彩椒蛋包,https://d3l76hx23vw40a.cloudfront.net/recipe/ck32-026_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-163
485,16785,楊桃,墨式炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk120-035b_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0492
486,16832,楊桃,咖哩潛艇堡,https://d3l76hx23vw40a.cloudfront.net/recipe/whk33-120a_1.jpg,,,1,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-393
487,16856,楊桃,照燒焗彩椒,https://d3l76hx23vw40a.cloudfront.net/recipe/gy70-075c_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0544
488,16868,楊桃,泰式酸辣海鮮,https://d3l76hx23vw40a.cloudfront.net/recipe/whk073-106_1.jpg,,,2,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0603
489,16875,楊桃,焗烤咖哩鮮蠔,https://d3l76hx23vw40a.cloudfront.net/recipe/bk123-030_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-0212
490,16887,楊桃,香煎肉卷,https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-014_1.jpg,,,0,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1958
491,16956,楊桃,橄欖火腿披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-030_1.jpg,,,0,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-640
492,16975,楊桃,炭香菲力骰,https://d3l76hx23vw40a.cloudfront.net/recipe/whk056-044a_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1022
493,17010,楊桃,醬燒揚出丸子,https://d3l76hx23vw40a.cloudfront.net/recipe/whk076-028b_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3065
494,17050,楊桃,重乳酪披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-049_1.jpg,,,0,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-652
495,17089,楊桃,豉汁炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk70-023b_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-177
496,17162,楊桃,彩虹蛋包,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-120_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-111
497,17254,楊桃,比薩風味煎蛋,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-126_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-118
498,17257,楊桃,泡芙牛肉鬆,https://d3l76hx23vw40a.cloudfront.net/recipe/whk42-039b_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-339
499,17265,楊桃,黑胡椒肋排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk102-015b_1.jpg,,,0,11,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-759
500,17282,楊桃,蓮藕天婦羅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk074-042b_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1476
501,17285,楊桃,香炒辣味蝦,https://d3l76hx23vw40a.cloudfront.net/recipe/bk50-036a_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-099
502,17288,楊桃,馬來式酸甜魚,https://d3l76hx23vw40a.cloudfront.net/recipe/bk50-034_1.jpg,,,0,19,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-232
503,17302,楊桃,辣味蝦,https://d3l76hx23vw40a.cloudfront.net/recipe/bk50-036a_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-063
504,17363,楊桃,糖醋丸子,https://d3l76hx23vw40a.cloudfront.net/recipe/kibun-067_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-147
505,17366,楊桃,親子燒雞排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk144-037_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1160
506,17391,楊桃,夏威夷檸檬雞,https://d3l76hx23vw40a.cloudfront.net/recipe/wbk07-re51_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-015
507,17404,楊桃,咖哩巴拿馬燉雞,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,19,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-347
508,17405,楊桃,香煎鮭魚(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk065-073a_1.jpg,,,0,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1590
509,17407,楊桃,蝦仁綠咖哩,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,16,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-100
510,17416,楊桃,彩椒茄汁豬排,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2664
511,17428,楊桃,咖哩丸子,https://d3l76hx23vw40a.cloudfront.net/recipe/kibun-065_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-145
512,17448,楊桃,香菠麒麟牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk18-094a_1.jpg,,,1,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-073
513,17459,楊桃,香辣蔬菜串,https://d3l76hx23vw40a.cloudfront.net/recipe/whk086-047d_1.jpg,,,0,5,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0483
514,17525,楊桃,軟式蛋卷,https://d3l76hx23vw40a.cloudfront.net/recipe/whk13-136_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-021
515,17536,楊桃,起司時蔬牛肉卷,https://d3l76hx23vw40a.cloudfront.net/recipe/whk110-051b_1.jpg,,,2,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1233
516,17543,楊桃,素鰻燒,https://d3l76hx23vw40a.cloudfront.net/recipe/dry-033_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-028
517,17575,楊桃,鳳梨拌牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk097-099a_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1223
518,17618,楊桃,德式香腸蛋捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-045a_1.jpg,,,0,10,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0936
519,17809,楊桃,泰式涼拌中卷,https://d3l76hx23vw40a.cloudfront.net/recipe/whk049-079a_1.jpg,,,4,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0554
520,17876,楊桃,甜椒洋蔥串,https://d3l76hx23vw40a.cloudfront.net/recipe/gy57-055b_1.jpg,,,0,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1003
521,17899,楊桃,泰式涼拌海鮮(3),https://d3l76hx23vw40a.cloudfront.net/recipe/whk079-012a_1.jpg,,,8,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0613
522,17932,楊桃,鮮干貝涼拌香芒,https://d3l76hx23vw40a.cloudfront.net/recipe/bk118-024a_1.jpg,,,1,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-0337
523,17979,楊桃,烤甜椒沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk106a-044b_1.jpg,,,0,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-214
524,18062,楊桃,炸蔬菜,https://d3l76hx23vw40a.cloudfront.net/recipe/bk105-024_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-209
525,18066,楊桃,墨西哥玉米片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk23-059a_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-292
526,18120,楊桃,叉燒百匯披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/hq02-029b_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-523
527,18153,楊桃,炸什錦蔬菜,https://d3l76hx23vw40a.cloudfront.net/recipe/bk66-021b_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-202
528,18257,楊桃,墨西哥烤甜椒,https://d3l76hx23vw40a.cloudfront.net/recipe/bk120-035a_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0293
529,18276,楊桃,烤起士魔杖麵包,https://d3l76hx23vw40a.cloudfront.net/recipe/gy03-112_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1078
530,18352,楊桃,烤丸子,https://d3l76hx23vw40a.cloudfront.net/recipe/bk169-017b_1.jpg,,,0,7,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1688
531,18366,楊桃,羅勒中卷沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk42-037_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-061
532,18445,楊桃,繽紛銀芽沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk38-027_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-066
533,18556,楊桃,青椒榨菜泡菜,https://d3l76hx23vw40a.cloudfront.net/recipe/kimchi-1252_1.jpg,,,0,7,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-035
534,18631,楊桃,串烤什錦洋蔥,https://d3l76hx23vw40a.cloudfront.net/recipe/bk55-038b_1.jpg,,,0,6,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-181
535,18675,楊桃,楊桃三絲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk29-101_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-109
