,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,按讚數,食材種類,烹飪步驟,url
133,5057,楊桃,星洲炒米粉,https://d3l76hx23vw40a.cloudfront.net/recipe/hq24-018_1.jpg,,,0,15,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-600
134,5123,楊桃,黑椒牛柳(4),https://d3l76hx23vw40a.cloudfront.net/recipe/whk051-102d_1.jpg,,,0,18,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1006
135,5134,楊桃,甜椒牛肉炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/hq17-018_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-585
136,5166,楊桃,茄汁豬排(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk054-010b_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2731
137,5246,楊桃,彩椒花枝圈,https://d3l76hx23vw40a.cloudfront.net/recipe/bk182-025_1.jpg,,,2,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0405
138,5286,楊桃,孜然烤羊肉串(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-027b_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A04-0144
139,5323,楊桃,糖醋魚球(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy68-017_1.jpg,,,0,15,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1030
140,5452,楊桃,蔬菜烘蛋,https://d3l76hx23vw40a.cloudfront.net/recipe/bk178-023a_1.jpg,,,0,8,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0522
141,5458,楊桃,蕃茄糖醋肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk182-013_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1961
142,5482,楊桃,沙茶炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn084-011_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0970
143,5551,楊桃,黑胡椒肉排,https://d3l76hx23vw40a.cloudfront.net/recipe/gy68-024b_1.jpg,,,0,11,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1034
144,5569,楊桃,青椒牛肉絲(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk111-034_1.jpg,,,0,18,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0440
145,5707,楊桃,青椒炒肉絲(3),https://d3l76hx23vw40a.cloudfront.net/recipe/gy55-033a_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1817
146,5767,楊桃,青椒炒肉絲(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy20-016_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1488
147,5777,楊桃,糖醋排骨飯,https://d3l76hx23vw40a.cloudfront.net/recipe/gy61-026_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1842
148,5780,楊桃,黑胡椒牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk114-019_1.jpg,,,0,20,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0451
149,5875,楊桃,麻油乾煎杏鮑菇,https://d3l76hx23vw40a.cloudfront.net/recipe/whk081-109b_1.jpg,,,1,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0524
150,5895,楊桃,三椒炒雞丁,https://d3l76hx23vw40a.cloudfront.net/recipe/whk24-143b_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-166
151,5911,楊桃,黑椒青椒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk146-046b_1.jpg,,,0,20,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0675
152,5929,楊桃,麻辣田雞(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk214-034_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A08-0022
153,5986,楊桃,五柳素魚,https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-015c_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0491
154,5991,楊桃,宮保魷魚(5),https://d3l76hx23vw40a.cloudfront.net/recipe/gy68-016_1.jpg,,,0,13,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F08-0035
155,6062,楊桃,茄汁燉飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk53-034b_1.jpg,,,2,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-169
156,6079,楊桃,茄汁燴肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-011_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1952
157,6095,楊桃,羊肉炒米粉,https://d3l76hx23vw40a.cloudfront.net/recipe/hq24-022_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A04-047
158,6108,楊桃,蔬菜煎餅(3),https://d3l76hx23vw40a.cloudfront.net/recipe/gy56-062a_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0512
159,6135,楊桃,青椒炒干絲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk065-108a_1.jpg,,,3,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0243
160,6162,楊桃,青椒牛肉絲(3),https://d3l76hx23vw40a.cloudfront.net/recipe/gy08-060a_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0683
161,6251,楊桃,三色炒筍絲,https://d3l76hx23vw40a.cloudfront.net/recipe/pk01-043_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0464
162,6316,楊桃,炒回鍋肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/gy55-032b_1.jpg,,,1,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1816
163,6318,楊桃,摩洛哥牛肉焗飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn081-043_1.jpg,,,0,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0974
164,6351,楊桃,糖醋魚片(4),https://d3l76hx23vw40a.cloudfront.net/recipe/bk182-024_1.jpg,,,1,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1207
165,6380,楊桃,糖醋魚塊(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn091-040_1.jpg,,,0,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1473
166,6475,楊桃,辣子雞丁蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk158-020_1.jpg,,,0,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1086
167,6599,楊桃,香煎魚餅,https://d3l76hx23vw40a.cloudfront.net/recipe/bk130-045_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0824
168,6621,楊桃,咕咾肉(7),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn40-017_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2079
169,6650,楊桃,宮保皮蛋(6),https://d3l76hx23vw40a.cloudfront.net/recipe/bk186-033_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0538
170,6651,楊桃,宮保雞丁(8),https://d3l76hx23vw40a.cloudfront.net/recipe/bk146-037b_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1007
171,6723,楊桃,回鍋肉(7),https://d3l76hx23vw40a.cloudfront.net/recipe/gy51-027a_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1764
172,6736,楊桃,彩椒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk051-101_1.jpg,,,0,19,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1002
173,6740,楊桃,甜椒烤魚片,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn33-032_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1228
174,6805,楊桃,茄汁魚片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk41-020_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-203
175,6806,楊桃,糖醋蝦,https://d3l76hx23vw40a.cloudfront.net/recipe/whk074-089b_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0996
176,6864,楊桃,三絲炒雞絲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk051-097_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1795
177,6921,楊桃,糖醋素排(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk28-106a_1.jpg,,,0,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-154
178,6939,楊桃,茄汁排骨,https://d3l76hx23vw40a.cloudfront.net/recipe/bk96-034a_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-668
179,6966,楊桃,五彩糖醋魚,https://d3l76hx23vw40a.cloudfront.net/recipe/whk070-092_1.jpg,,,1,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1602
180,6998,楊桃,糖醋魚片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk83-016_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-364
181,7009,楊桃,炒回鍋肉片(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk178-039a_1.jpg,,,0,11,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1935
182,7040,楊桃,豆豉汁蒸花枝,https://d3l76hx23vw40a.cloudfront.net/recipe/bk202-031a_1.jpg,,,0,5,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0511
183,7066,楊桃,豉椒排骨河粉,https://d3l76hx23vw40a.cloudfront.net/recipe/hq28-024_1.jpg,,,0,22,8,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-547
184,7137,楊桃,醬爆牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/yq21-007_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0403
185,7151,楊桃,茄汁鯛魚片(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy47-022_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1085
186,7160,楊桃,青椒干絲小魚,https://d3l76hx23vw40a.cloudfront.net/recipe/gy08-039b_1.jpg,,,0,6,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0405
187,7162,楊桃,彩椒杏鮑菇,https://d3l76hx23vw40a.cloudfront.net/recipe/gy53-023b_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0272
188,7178,楊桃,糖醋排骨(5),https://d3l76hx23vw40a.cloudfront.net/recipe/bk98-015_1.jpg,,,0,18,9,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-696
189,7180,楊桃,椒麻鐵板牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn07-010_1.jpg,,,1,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0566
190,7188,楊桃,糖醋排骨(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk66-008_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-324
191,7230,楊桃,糖醋豬排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk144-040_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1673
192,7317,楊桃,青椒炒嫩雞,https://d3l76hx23vw40a.cloudfront.net/recipe/gy54-007_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1287
193,7333,楊桃,糖醋排骨(8),https://d3l76hx23vw40a.cloudfront.net/recipe/gy20-098_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1504
194,7341,楊桃,回鍋豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/bk162-040_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0296
195,7420,楊桃,田園麵疙瘩,https://d3l76hx23vw40a.cloudfront.net/recipe/bk53-033_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-082
196,7497,楊桃,青椒蠔油雞,https://d3l76hx23vw40a.cloudfront.net/recipe/maria-084_1.jpg,,,0,9,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-132
197,7525,楊桃,醋溜鳳片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk214-023_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1692
198,7557,楊桃,咕咾肉(3),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn12-037_1.jpg,,,1,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1201
199,7561,楊桃,糖醋里肌(9),https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-085_1.jpg,,,0,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3273
200,7572,楊桃,醋溜魚片(3),https://d3l76hx23vw40a.cloudfront.net/recipe/bk196-014a_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1335
201,7610,楊桃,蝦仁粉絲煲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk138-024_1.jpg,,,0,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0454
202,7671,楊桃,宮保烤麩,https://d3l76hx23vw40a.cloudfront.net/recipe/bk216-024_1.jpg,,,0,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0218
203,7710,楊桃,辣炒脆土豆,https://d3l76hx23vw40a.cloudfront.net/recipe/gy53-023a_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0992
204,7716,楊桃,三絲炒干條,https://d3l76hx23vw40a.cloudfront.net/recipe/yq29-015_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0066
205,7721,楊桃,五味軟絲(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk47-012_1.jpg,,,0,15,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0545
206,7724,楊桃,沙茶羊肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk41-016b_1.jpg,,,0,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A04-022
207,7747,楊桃,醬爆雞丁(4),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn33-022_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1418
208,7767,楊桃,黑胡椒素排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk165-020_1.jpg,,,1,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0146
209,7821,楊桃,辣子雞丁(8),https://d3l76hx23vw40a.cloudfront.net/recipe/bk199-009_1.jpg,,,0,17,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1603
210,7837,楊桃,麻辣田雞(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yq21-004_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A08-0011
211,7871,楊桃,糖醋里肌(11),https://d3l76hx23vw40a.cloudfront.net/recipe/whk117-019_1.jpg,,,2,12,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3620
212,7995,楊桃,紅咖哩雞,https://d3l76hx23vw40a.cloudfront.net/recipe/bk199-011a_1.jpg,,,0,10,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1605
213,8001,楊桃,酸菜鮮魷炒麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-038a_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0310
214,8003,楊桃,豉汁青椒牛肉絲煲,https://d3l76hx23vw40a.cloudfront.net/recipe/ck74-028_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0562
215,8022,楊桃,醋溜魚片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk112-024a_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0702
216,8072,楊桃,星州炒公仔麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck36-030_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-570
217,8155,楊桃,青椒牛肉炒飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yq23-005_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0724
218,8185,楊桃,咖哩炒麵(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-048b_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1119
219,8318,楊桃,三色烤甜椒,https://d3l76hx23vw40a.cloudfront.net/recipe/bk53-014_1.jpg,,,0,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-098
220,8361,楊桃,三杯青蘋果,https://d3l76hx23vw40a.cloudfront.net/recipe/bk94-044a_1.jpg,,,0,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-187
221,8376,楊桃,五彩牛柳(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy47-045_1.jpg,,,0,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0756
222,8381,楊桃,糖醋排骨(6),https://d3l76hx23vw40a.cloudfront.net/recipe/bk112-030_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-0978
223,8391,楊桃,糖醋里肌(10),https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-089a_1.jpg,,,3,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3308
224,8422,楊桃,糖醋黃魚,https://d3l76hx23vw40a.cloudfront.net/recipe/whk40-101a_1.jpg,,,0,21,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-480
225,8423,楊桃,蠔汁炒雞丁,https://d3l76hx23vw40a.cloudfront.net/recipe/gy48-037a_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1253
226,8466,楊桃,辣子雞丁(12),https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-049_1.jpg,,,1,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2269
227,8493,楊桃,糖醋魚(6),https://d3l76hx23vw40a.cloudfront.net/recipe/gy08-101a_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0943
228,8528,楊桃,糖醋肉柳蛋豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/whk39-060b_1.jpg,,,0,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-118
229,8555,楊桃,糖醋里肌(8),https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-086_1.jpg,,,1,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3089
230,8579,楊桃,肉絲炒河粉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk050-021a_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0994
231,8682,楊桃,京都排骨(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk59-033a_1.jpg,,,0,17,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-293
232,8722,楊桃,牛肉炒麵(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk056-097_1.jpg,,,0,15,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1024
233,8723,楊桃,醬爆雞丁(5),https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-091_1.jpg,,,0,15,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2137
234,8753,楊桃,咖哩海鮮炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-016b_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-318
235,8754,楊桃,糖醋地瓜,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn074-025b_1.jpg,,,1,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1276
236,8757,楊桃,宮保皮蛋(2),https://d3l76hx23vw40a.cloudfront.net/recipe/yq22-022_1.jpg,,,1,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0193
237,8870,楊桃,什錦菇炒飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk183-022_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0299
238,8876,楊桃,糖醋魚片(9),https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-095b_1.jpg,,,0,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1667
239,8894,楊桃,鼓椒炒排骨,https://d3l76hx23vw40a.cloudfront.net/recipe/bk49-028_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-233
240,8897,楊桃,咕咾肉(5),https://d3l76hx23vw40a.cloudfront.net/recipe/bk164-022_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1658
241,8951,楊桃,青椒牛肉炒飯(2),https://d3l76hx23vw40a.cloudfront.net/recipe/ck67-014_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0508
242,9024,楊桃,豉椒炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk92-040_1.jpg,,,0,13,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-331
243,9029,楊桃,辣子雞丁(6),https://d3l76hx23vw40a.cloudfront.net/recipe/gy46-038a_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1234
244,9042,楊桃,沙茶青椒牛肉炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk090-092b_1.jpg,,,0,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1157
245,9071,楊桃,三絲木耳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk188-036a_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0310
246,9076,楊桃,沙茶金錢肚,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-037_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-272
247,9097,楊桃,甘醇三絲百頁,https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-031a_1.jpg,,,1,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0538
248,9104,楊桃,糖醋里肌(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk104-027_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-787
249,9108,楊桃,冬日蝦鬆,https://d3l76hx23vw40a.cloudfront.net/recipe/whk21-035_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H03-054
250,9120,楊桃,酸甜彩椒,https://d3l76hx23vw40a.cloudfront.net/recipe/bk55-026c_1.jpg,,,0,4,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-108
251,9124,楊桃,豆鼓炒生腸,https://d3l76hx23vw40a.cloudfront.net/recipe/bk46-021b_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-062
252,9144,楊桃,家常豆腐(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy01-080_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0217
253,9191,楊桃,糖醋魚(10),https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-098_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1714
254,9204,楊桃,回鍋豆腐(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk162-040_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0297
255,9242,楊桃,青椒牛肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk104-009_1.jpg,,,0,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-386
256,9282,楊桃,炸蛋肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk186-017_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1965
257,9428,楊桃,創意麻辣臭豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/gg36-038_1.jpg,,,0,17,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0262
258,9454,楊桃,黑胡椒牛肉冬粉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk48-023a_1.jpg,,,0,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-118
259,9458,楊桃,迷迭香肉串,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn31-041b_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2020
260,9459,楊桃,串燒墨魚,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn17-037_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0251
261,9481,楊桃,甜椒豬肚,https://d3l76hx23vw40a.cloudfront.net/recipe/bk188-016a_1.jpg,,,1,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2003
262,9591,楊桃,鼓椒炒臭豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/ck82-032a_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0207
263,9629,楊桃,糖醋豬排(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk063-101b_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2888
264,9756,楊桃,雪菜肉絲炆米粉,https://d3l76hx23vw40a.cloudfront.net/recipe/yt13-044_1.jpg,,,0,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0779
265,9758,楊桃,香蔥燒肉丸 ,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn67-026_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2318
266,9765,楊桃,彩椒肉片煎餅,https://d3l76hx23vw40a.cloudfront.net/recipe/bk176-036_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1933
