,index,Website,按讚數,烹飪時間,食譜名稱,url,圖片連結,食材種類,營養資訊,烹飪步驟,有無影片
125,4530,楊桃,0,,紅麴炒肉片,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1760,https://d3l76hx23vw40a.cloudfront.net/recipe/gy48-038b_1.jpg,10.0,,3.0,
126,4536,楊桃,1,,銀芽炒豆干,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0086,https://d3l76hx23vw40a.cloudfront.net/recipe/bk129-039a_1.jpg,15.0,,4.0,
127,4556,楊桃,2,,酸菜炒肉片,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1371,https://d3l76hx23vw40a.cloudfront.net/recipe/bk143-035a_1.jpg,9.0,,3.0,
128,4591,楊桃,1,,客家炒麵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1572,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-012b_1.jpg,16.0,,4.0,
129,4605,楊桃,0,,蚵仔粥,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-423,https://d3l76hx23vw40a.cloudfront.net/recipe/bk56-019b_1.jpg,13.0,,3.0,
130,4653,楊桃,0,,豬肉丸,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-328,https://d3l76hx23vw40a.cloudfront.net/recipe/bk66-034_1.jpg,11.0,,4.0,
131,4669,楊桃,0,,南瓜鍋,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0209,https://d3l76hx23vw40a.cloudfront.net/recipe/gy12-098_1.jpg,7.0,,1.0,
132,4712,楊桃,2,,荷葉油飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-549,https://d3l76hx23vw40a.cloudfront.net/recipe/hq06-010_1.jpg,15.0,,9.0,
133,4761,楊桃,1,,香辣脆筍,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-369,https://d3l76hx23vw40a.cloudfront.net/recipe/bk96-040c_1.jpg,8.0,,4.0,
134,4776,楊桃,0,,荷葉豆腐,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-119,https://d3l76hx23vw40a.cloudfront.net/recipe/whk39-061_1.jpg,20.0,,5.0,
135,4792,楊桃,0,,餃皮炒麵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3051,https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-015a_1.jpg,9.0,,3.0,
136,4871,楊桃,0,,豬肉餡餅(4),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1704,https://d3l76hx23vw40a.cloudfront.net/recipe/gy41-024_1.jpg,2.0,,3.0,
137,4974,楊桃,8,,風城竹塹餅,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H01-300,https://d3l76hx23vw40a.cloudfront.net/recipe/whk21-062_1.jpg,17.0,,6.0,
138,4995,楊桃,0,,豆鼓炒辣椒,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2534,https://d3l76hx23vw40a.cloudfront.net/recipe/bk214-032a_1.jpg,13.0,,4.0,
139,5121,楊桃,1,,雪菜炒百頁,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-066,https://d3l76hx23vw40a.cloudfront.net/recipe/whk30-115_1.jpg,9.0,,2.0,
140,5145,楊桃,0,,肉絲茄汁蛋炒飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2171,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn47-016a_1.jpg,7.0,,2.0,
141,5147,楊桃,0,,金瓜粉蒸肉片,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0548,https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-016a_1.jpg,12.0,,4.0,
142,5258,楊桃,1,,肉片粥(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2085,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn36-013a_1.jpg,9.0,,2.0,
143,5266,楊桃,1,,韓國炒碼麵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1623,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-045_1.jpg,17.0,,3.0,
144,5322,楊桃,1,,皮蛋瘦肉粥(2),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2011,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn36-019b_1.jpg,8.0,,3.0,
145,5369,楊桃,1,,魚丸,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-287,https://d3l76hx23vw40a.cloudfront.net/recipe/bk66-032c_1.jpg,9.0,,4.0,
146,5432,楊桃,1,,雞肉粽,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1840,https://d3l76hx23vw40a.cloudfront.net/recipe/whk060-008a_1.jpg,16.0,,6.0,
147,5447,楊桃,0,,炸蝦捲(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-1040,https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-098_1.jpg,15.0,,4.0,
148,5501,楊桃,0,,麻辣肉絲麵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2634,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn095-029_1.jpg,11.0,,4.0,
149,5530,楊桃,0,,炒米粉,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-289,https://d3l76hx23vw40a.cloudfront.net/recipe/bk51-012b_1.jpg,10.0,,3.0,
150,5560,楊桃,0,,什錦炒飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-317,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-016a_1.jpg,11.0,,2.0,
151,5571,楊桃,1,,長豆粥,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F05-0557,https://d3l76hx23vw40a.cloudfront.net/recipe/whk050-014_1.jpg,10.0,,5.0,
152,5691,楊桃,0,,豆芽春捲,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-342,https://d3l76hx23vw40a.cloudfront.net/recipe/bk88-037_1.jpg,13.0,,4.0,
153,5706,楊桃,1,,酸菜白肉鍋(5),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2616,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn092-014_1.jpg,12.0,,3.0,
154,5707,楊桃,0,,青椒炒肉絲(3),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1817,https://d3l76hx23vw40a.cloudfront.net/recipe/gy55-033a_1.jpg,12.0,,4.0,
155,5713,楊桃,0,,竹筍炒肉絲豆瓣,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1008,https://d3l76hx23vw40a.cloudfront.net/recipe/gy54-066_1.jpg,9.0,,3.0,
156,5716,楊桃,0,,木耳炒肉絲,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3503,https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-095a_1.jpg,13.0,,3.0,
157,5740,楊桃,2,,荷葉蠔乾蒸飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-0194,https://d3l76hx23vw40a.cloudfront.net/recipe/bk115-038_1.jpg,16.0,,6.0,
158,5767,楊桃,0,,青椒炒肉絲(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1488,https://d3l76hx23vw40a.cloudfront.net/recipe/gy20-016_1.jpg,12.0,,3.0,
159,5800,楊桃,0,,辣炒劍筍(2),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0960,https://d3l76hx23vw40a.cloudfront.net/recipe/gy46-018b_1.jpg,13.0,,4.0,
160,5804,楊桃,0,,桂竹覆菜滷肉,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0544,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn04-030_1.jpg,7.0,,3.0,
161,5868,楊桃,0,,寧波年糕(2),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H01-199,https://d3l76hx23vw40a.cloudfront.net/recipe/maria-062_1.jpg,11.0,,6.0,
162,5885,楊桃,0,,湖洲粽,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-561,https://d3l76hx23vw40a.cloudfront.net/recipe/hq06-027a_1.jpg,8.0,,5.0,
163,5901,楊桃,0,,豬肉醬蒸飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2313,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn68-022b_1.jpg,10.0,,3.0,
164,5913,楊桃,0,,炒粿仔條,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-716,https://d3l76hx23vw40a.cloudfront.net/recipe/whk45-033a_1.jpg,10.0,,6.0,
165,5939,楊桃,0,,酸甜鳳梨豆腐,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0178,https://d3l76hx23vw40a.cloudfront.net/recipe/bk129-014_1.jpg,15.0,,4.0,
166,5971,楊桃,4,,蒜味香腸,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-634,https://d3l76hx23vw40a.cloudfront.net/recipe/whk43-057_1.jpg,9.0,,9.0,
167,6029,楊桃,0,,蒜尾炒肉片,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2275,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn60-033b_1.jpg,11.0,,3.0,
168,6046,楊桃,0,,麻醬豆腐,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-058,https://d3l76hx23vw40a.cloudfront.net/recipe/whk30-106_1.jpg,13.0,,4.0,
169,6071,楊桃,1,,魚香茄子(4),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-106,https://d3l76hx23vw40a.cloudfront.net/recipe/bk56-043a_1.jpg,13.0,,4.0,
170,6079,楊桃,0,,茄汁燴肉片,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1952,https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-011_1.jpg,8.0,,4.0,
171,6082,楊桃,0,,辣香炸蛋,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0685,https://d3l76hx23vw40a.cloudfront.net/recipe/bk203-038b_1.jpg,15.0,,3.0,
172,6154,楊桃,0,,客家炒米苔目(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0579,https://d3l76hx23vw40a.cloudfront.net/recipe/gy51-071a_1.jpg,12.0,,4.0,
173,6256,楊桃,0,,肉醬燙萵苣,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0617,https://d3l76hx23vw40a.cloudfront.net/recipe/gy70-035_1.jpg,7.0,,5.0,
174,6302,楊桃,0,,爆炒豬肉片,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-087,https://d3l76hx23vw40a.cloudfront.net/recipe/sauce-72b_1.jpg,6.0,,3.0,
175,6345,楊桃,0,,酸菜餡餅,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1018,https://d3l76hx23vw40a.cloudfront.net/recipe/ck51-022_1.jpg,5.0,,4.0,
176,6371,楊桃,3,,五香炸肉排(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2962,https://d3l76hx23vw40a.cloudfront.net/recipe/whk068-088_1.jpg,9.0,,3.0,
177,6396,楊桃,0,,番茄鍋(2),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-0991,https://d3l76hx23vw40a.cloudfront.net/recipe/whk093-039b_1.jpg,9.0,,5.0,
178,6470,楊桃,0,,醋汁鹹豬肉,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1323,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn17-018_1.jpg,7.0,,4.0,
179,6505,楊桃,0,,肉絲炆伊麵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1582,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-034a_1.jpg,16.0,,3.0,
180,6600,楊桃,0,,開陽白菜(14),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0758,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn084-021a_1.jpg,16.0,,5.0,
181,6628,楊桃,0,,四川酸辣麵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-316,https://d3l76hx23vw40a.cloudfront.net/recipe/whk27-127_1.jpg,9.0,,4.0,
182,6640,楊桃,0,,蒜泥白肉(12),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1948,https://d3l76hx23vw40a.cloudfront.net/recipe/bk184-008_1.jpg,7.0,,3.0,
183,6741,楊桃,0,,紅麴蒸魚(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1165,https://d3l76hx23vw40a.cloudfront.net/recipe/bk181-018b_1.jpg,10.0,,3.0,
184,6760,楊桃,1,,椒鹽餃皮,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3052,https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-015b_1.jpg,4.0,,3.0,
185,6765,楊桃,0,,腐皮牛肉丸,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-183,https://d3l76hx23vw40a.cloudfront.net/recipe/bk73-019_1.jpg,12.0,,3.0,
186,6929,楊桃,0,,台式麻辣鍋,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2623,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn092-032_1.jpg,15.0,,3.0,
187,6952,楊桃,1,,潤膚鮮藕粥,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-443,https://d3l76hx23vw40a.cloudfront.net/recipe/bk56-037_1.jpg,8.0,,3.0,
188,6956,楊桃,0,,豆乾炒肉絲(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0199,https://d3l76hx23vw40a.cloudfront.net/recipe/m1094_1.jpg,15.0,,4.0,
189,6994,楊桃,0,,蔬菜肉絲燴飯 ,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2566,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn076-035b_1.jpg,10.0,,4.0,
190,7020,楊桃,0,,泡麵大麵炒,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-082,https://d3l76hx23vw40a.cloudfront.net/recipe/noodle-140_1.jpg,11.0,,2.0,
191,7059,楊桃,0,,蒜苗沙茶炒肉片,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-735,https://d3l76hx23vw40a.cloudfront.net/recipe/bk99-023b_1.jpg,9.0,,5.0,
192,7069,楊桃,0,,辣醬秋葵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0849,https://d3l76hx23vw40a.cloudfront.net/recipe/whk083-108a_1.jpg,11.0,,5.0,
193,7086,楊桃,0,,雞肉粽(北部粽),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1611,https://d3l76hx23vw40a.cloudfront.net/recipe/m353_1.jpg,14.0,,4.0,
194,7144,楊桃,1,,筒仔米糕(4),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2985,https://d3l76hx23vw40a.cloudfront.net/recipe/whk071-028_1.jpg,15.0,,5.0,
195,7270,楊桃,0,,黃豆醬炒箭筍,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0980,https://d3l76hx23vw40a.cloudfront.net/recipe/gy48-043a_1.jpg,11.0,,4.0,
196,7285,楊桃,0,,蔥油炒粄條,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0887,https://d3l76hx23vw40a.cloudfront.net/recipe/gy51-073_1.jpg,10.0,,4.0,
197,7305,楊桃,0,,紅蟳八寶米糕,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-067,https://d3l76hx23vw40a.cloudfront.net/recipe/pm-re088_1.jpg,17.0,,4.0,
198,7339,楊桃,0,,肉絲炒箭筍,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-092,https://d3l76hx23vw40a.cloudfront.net/recipe/maria-060_1.jpg,9.0,,6.0,
199,7375,楊桃,14,,白木耳蘋果瘦肉粥,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-430,https://d3l76hx23vw40a.cloudfront.net/recipe/bk56-026_1.jpg,9.0,,2.0,
200,7400,楊桃,0,,京醬肉絲(6),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2090,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn40-021b_1.jpg,8.0,,4.0,
201,7480,楊桃,0,,彩椒炒肉絲,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2583,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn084-010_1.jpg,12.0,,4.0,
202,7533,楊桃,0,,豚肉大根鍋,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1770,https://d3l76hx23vw40a.cloudfront.net/recipe/gy50-033_1.jpg,8.0,,3.0,
203,7565,楊桃,0,,海鮮炒麵(2),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0305,https://d3l76hx23vw40a.cloudfront.net/recipe/gy31-015b_1.jpg,13.0,,3.0,
204,7631,楊桃,1,,威化芝麻蝦,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H01-506,https://d3l76hx23vw40a.cloudfront.net/recipe/bk73-048_1.jpg,14.0,,4.0,
205,7650,楊桃,0,,清蒸臭豆腐(2),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0199,https://d3l76hx23vw40a.cloudfront.net/recipe/ck82-018_1.jpg,15.0,,5.0,
206,7694,楊桃,0,,泡菜炒麵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-036,https://d3l76hx23vw40a.cloudfront.net/recipe/kimchi-1331_1.jpg,8.0,,3.0,
207,7741,楊桃,0,,泡菜炒肉片(7),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2013,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn31-032_1.jpg,5.0,,2.0,
208,7750,楊桃,1,,台式鹹粥(3),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-1031,https://d3l76hx23vw40a.cloudfront.net/recipe/whk069-039b_1.jpg,16.0,,5.0,
209,7771,楊桃,0,,照燒肉片三明治,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2517,https://d3l76hx23vw40a.cloudfront.net/recipe/bk209-024_1.jpg,9.0,,4.0,
210,7807,楊桃,0,,蒜苗芹菜炒鹹肉,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3220,https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-085b_1.jpg,6.0,,3.0,
211,7885,楊桃,1,,什錦海鮮蓋飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0299,https://d3l76hx23vw40a.cloudfront.net/recipe/bk158-013_1.jpg,16.0,,4.0,
212,7908,楊桃,0,,辣味肉醬,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1492,https://d3l76hx23vw40a.cloudfront.net/recipe/gy28-024_1.jpg,8.0,,5.0,
213,7949,楊桃,0,,洋蔥豬肉燴飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3332,https://d3l76hx23vw40a.cloudfront.net/recipe/whk090-099_1.jpg,15.0,,4.0,
214,7976,楊桃,5,,麻辣鴨血鍋,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3209,https://d3l76hx23vw40a.cloudfront.net/recipe/whk093-099_1.jpg,10.0,,3.0,
215,8033,楊桃,0,,椒麻韭菜小卷,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0436,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn43-028_1.jpg,10.0,,3.0,
216,8044,楊桃,5,,青紅木瓜肉片湯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-181,https://d3l76hx23vw40a.cloudfront.net/recipe/whk40-049a_1.jpg,9.0,,3.0,
217,8063,楊桃,0,,彰化肉圓(2),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3017,https://d3l76hx23vw40a.cloudfront.net/recipe/whk074-065_1.jpg,13.0,,6.0,
218,8107,楊桃,0,,用調理機 做牛肉丸,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0914,https://d3l76hx23vw40a.cloudfront.net/recipe/m721_1.jpg,11.0,,6.0,
219,8114,楊桃,0,,韭黃牛肉餛飩餡,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-289,https://d3l76hx23vw40a.cloudfront.net/recipe/hq14-020_1.jpg,12.0,,5.0,
220,8186,楊桃,0,,豆花泡菜鍋,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-0342,https://d3l76hx23vw40a.cloudfront.net/recipe/ck66-034_1.jpg,12.0,,3.0,
221,8221,楊桃,3,,京醬肉絲(11),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3090,https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-087a_1.jpg,8.0,,3.0,
222,8226,楊桃,0,,什錦炒麵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-101,https://d3l76hx23vw40a.cloudfront.net/recipe/maria-064_1.jpg,12.0,,7.0,
223,8230,楊桃,0,,竹筍炒肉絲(2),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0859,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn29-036c_1.jpg,9.0,,2.0,
224,8258,楊桃,0,,清蒸臭豆腐(3),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0200,https://d3l76hx23vw40a.cloudfront.net/recipe/ck82-019_1.jpg,14.0,,2.0,
225,8270,楊桃,1,,辣味芝麻雲白肉,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2017,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn31-034_1.jpg,3.0,,2.0,
226,8285,楊桃,0,,什錦海鮮燴飯 ,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1955,https://d3l76hx23vw40a.cloudfront.net/recipe/whk114-046a_1.jpg,21.0,,5.0,
227,8295,楊桃,0,,蒜炒鹹豬肉,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-258,https://d3l76hx23vw40a.cloudfront.net/recipe/whk27-031b_1.jpg,5.0,,6.0,
228,8330,楊桃,0,,美奶滋炒飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1980,https://d3l76hx23vw40a.cloudfront.net/recipe/bk183-027b_1.jpg,9.0,,3.0,
229,8375,楊桃,1,,櫻花蝦蔥油飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0899,https://d3l76hx23vw40a.cloudfront.net/recipe/aa022-138a_1.jpg,12.0,,5.0,
230,8445,楊桃,1,,油蔥酥炒米粉,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-1074,https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-020b_1.jpg,15.0,,4.0,
231,8508,楊桃,2,,金針花炒肉絲(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F03-0138,https://d3l76hx23vw40a.cloudfront.net/recipe/whk067-106_1.jpg,8.0,,3.0,
232,8593,楊桃,2,,豆醬炒桂竹筍,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1520,https://d3l76hx23vw40a.cloudfront.net/recipe/whk079-028b_1.jpg,8.0,,3.0,
233,8629,楊桃,0,,炸豬油與古早味豬油拌飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2396,https://d3l76hx23vw40a.cloudfront.net/recipe/m850_1.jpg,5.0,,3.0,
234,8672,楊桃,0,,甘蔗蝦(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-129,https://d3l76hx23vw40a.cloudfront.net/recipe/bk73-061_1.jpg,11.0,,4.0,
235,8677,楊桃,0,,芝麻地瓜燒梅肉,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1312,https://d3l76hx23vw40a.cloudfront.net/recipe/bk140-042b_1.jpg,7.0,,3.0,
236,8713,楊桃,0,,京醬肉絲捲,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1743,https://d3l76hx23vw40a.cloudfront.net/recipe/gy44-055_1.jpg,8.0,,3.0,
237,8742,楊桃,0,,碧玉金針(1),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F03-0098,https://d3l76hx23vw40a.cloudfront.net/recipe/gy63-054a_1.jpg,10.0,,4.0,
238,8791,楊桃,0,,百合蓮子粥,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F05-0672,https://d3l76hx23vw40a.cloudfront.net/recipe/whk081-015a_1.jpg,7.0,,5.0,
239,8830,楊桃,0,,肉絲炒冬粉,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1358,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,17.0,,4.0,
240,8844,楊桃,4,,蒜香青花菜,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F03-0135,https://d3l76hx23vw40a.cloudfront.net/recipe/whk067-097b_1.jpg,8.0,,4.0,
241,8878,楊桃,17,,咖啡水餃,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2791,https://d3l76hx23vw40a.cloudfront.net/recipe/whk058-053a_1.jpg,11.0,,5.0,
242,8879,楊桃,1,,香煎燒肉卷,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2001,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn35-012b_1.jpg,10.0,,3.0,
243,8969,楊桃,0,,肉乾泡麵,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-077,https://d3l76hx23vw40a.cloudfront.net/recipe/noodle-130_1.jpg,7.0,,1.0,
244,8996,楊桃,1,,洋蔥肉絲湯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1497,https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-042b_1.jpg,7.0,,3.0,
245,9023,楊桃,2,,金針肉卷,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-112,https://d3l76hx23vw40a.cloudfront.net/recipe/dry-036_1.jpg,8.0,,5.0,
246,9032,楊桃,0,,洋芋咖哩豆干,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0084,https://d3l76hx23vw40a.cloudfront.net/recipe/bk129-036_1.jpg,14.0,,5.0,
247,9036,楊桃,0,,優格豬肉燴飯,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-162,https://d3l76hx23vw40a.cloudfront.net/recipe/bk26-033_1.jpg,13.0,,5.0,
248,9189,楊桃,0,,京醬肉絲(10),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2878,https://d3l76hx23vw40a.cloudfront.net/recipe/whk061-104b_1.jpg,16.0,,5.0,
249,9211,楊桃,0,,蔥爆肉片(2),https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2189,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn49-007_1.jpg,5.0,,3.0,
250,9282,楊桃,0,,炸蛋肉片,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1965,https://d3l76hx23vw40a.cloudfront.net/recipe/bk186-017_1.jpg,14.0,,5.0,
251,9355,楊桃,0,,黃金南瓜鍋,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0662,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn092-034b_1.jpg,13.0,,4.0,
